category,texts
pos,การชำระจิตหรือใจให้ผ่องใสสิ่งสำคัญที่สุดที่พึ่งปรารถนาที่สุดของผู้ปัญญาทั้งหลาย
pos,ทำจิตให้สงบจะพบทางออก
pos,ลงมือทำอย่างต่อเนื่องเท่านั้นเอง
pos,ต้องเชื่อในศักยาภาพของคุณและความพยายามที่
pos,เจอที่ใช่และพร้อมฝ่าฟันทุกอย่างไปเรา
pos,ทำให้ศรัทธาที่จะรำลึกถึงพระเพื่อดำรงพระศาสนาให้ยืนนานสาธุ
pos,สาธุคำสอนที่ตรงและถูกต้องที่สุด
pos,พัฒนาตนเองสม่ำเสมอด้วยความไม่ย่อท้อ
pos,ขัดขืนต่อสู้เพื่อป้องกันตัวเอง
pos,รักอยู่เคียงข้างเสมอ
pos,ตอกย้ำความทรงจำดี
pos,กลับตัวกลับใจดี
pos,เตรียมตัวให้พร้อม
pos,เชิดหน้าชูตา
pos,สามัคคีหนึ่งเดียว
pos,ทำให้ดีกว่าเดิม
pos,รักเสมือนพี่น้อง
pos,ขอให้ปราถนาที่ตั้งใจไว้ด้วย
pos,ความรวมน้ำใจรวมพลัง
pos,เดินสายปฎิบัติธรรมไปวัดทำบุญ
pos,อยากให้อ่านกำลังใจขึ้น
pos,สานต่อความฝันให้จริง
pos,สันติภาพสิ่งที่คาดหวัง
pos,ดวงใจลุกโชนความหวัง
pos,สมหวังทุกประการ
pos,พร้อมที่จะเผชิญความจริง
pos,สดชื่นใจอากาศดีนี้
pos,สัญญาว่ารักเธอเดียว
pos,แน่ใจว่าทำได้แน่นอน
pos,รีไซเคิลนำกลับมาใช้ใหม่ลดโลกร้อน
pos,ช่วยลดโลกร้อนด้วยการรณรงค์ร่วมมือลดมลพิษ
pos,อยู่อย่างพอเพียงปลูกผักปลอดสารพิษ
pos,แฮปปี้ความสุขรักเสมอ
pos,ชมว่าสวยขึ้นน่ารักขึ้น
pos,ชอบความรู้สึกแบบนี้น่ะ
pos,ตั้งเเต่เราคุยเหมือนเราเจอมากขึ้น
pos,ให้นึกถึง
pos,เชื่อมั่นในตนเอง
pos,แรงบันดาลใจให้ใฝ่เรียน
pos,ห่วงเสมอ
pos,ได้ฟังเพลงที่ชอบ
pos,ถึงแพ้ก็จะไม่ยอมถอย
pos,ลาก่อนเดี๋ยวได้เจออีก
pos,สู้ไม่ถอย
pos,จุดหมายไม่ไกลเกินจริง
pos,ขอข้ารองพระบาททุกชาติไป
pos,ไม่ไหนไม่คิดถึง
pos,เรารักในหลวง
pos,อยากรู้จักจัง
pos,ยกความดีความชอบให้
pos,ช่วงที่ดีที่สุด
pos,ไทยไม่ทิ้งเร่งช่วยเหลือ
pos,เหลือเชื่อมาก
pos,น่าตื่นเต้นและยิ่งใหญ่มาก
pos,เจ๋งไป
pos,ทำทุกอย่างเพื่อปกป้องโลก
pos,อดใจรอไม่ไหว
pos,พอใจการทำงาน
pos,ภาคภูมิใจ
pos,ศรัทธา
pos,พยายามสุดความสามารถ
pos,จะสู้จนกว่าจะชนะ
pos,สนุกมาก
pos,สนุกสนาน
pos,ฉันเคยเกือบพลาดสิ่งที่ดีที่สุดในชีวิต
pos,ขอบคุณที่รัก
pos,อย่ายอมแพ้
pos,ถึงเส้นชัย
pos,ชัยชนะสิ่งที่คุ้มค่า
pos,อย่าอ่อนแอแม้จะร้องไห้
pos,อย่าอ่อนแอร้องไห้ไปสู้
pos,ศรัทธาไม่ท้อ
pos,อร่อยที่สุดในโลก
pos,จุดมุ่งหมายอันทะเยอทะยาน
pos,เซอร์ไพรส์
pos,จะไม่ลืมดีนี้
pos,สู้สู้
pos,มาเชียร์เพื่อน
pos,พยายามแบ๊ว
pos,ดีที่สุด
pos,ขอกำลังใจหน่อย
pos,ทุกพูดความจริง
pos,เธอน่ารักจังทำให้ใจเซ
pos,กล้องของที่สวยงาม
pos,ข่าวดีมาบอก
pos,น่ารักแถมความรู้ด้วยสนใจป่าว
pos,เธอเรียบร้อย
pos,ชอบจิตใจดีและขยันมากกว่า
pos,ปรบมือตามระเบียบ
pos,น้ำใจนักกีฬา
pos,ปลอดภัยไว้ก่อนป้องกันไว้
pos,เข้าใจง่ายสะดวกรวดเร็ว
pos,อย่าได้ไปหวังอะไรลม แล้ง
pos,ความหวังในอนาคต
pos,ขอให้ความสุข
pos,ความรู้สึกที่ยังเหมือนเดิม
pos,ให้โอกาส
pos,ความสุข
pos,ประโยชน์
pos,รัก
pos,ดีที่สุด
pos,ดีใจความสุข
pos,ยังไม่ลืม
pos,ชอบที่เธอแกล้งเราแอบไปยิ้ม
pos,กินของอร่อยความสุข
pos,สาธุ
pos,เอาเงินมาบริจาค
pos,สวยรวยเก่งค่าการศึกษา
pos,น่าอยู่น่าเที่ยว
pos,ข้อดี
pos,สะดวกง่ายเข้าใจเร็วนึกออกง่าย
pos,ไม่เสียใจ
pos,การค้นพบที่น่าตื่นเต้นที่สุด
pos,สบายใจ
pos,ชัดเจน
pos,ยังรอดชีวิต
pos,ถ่ายทำได้ดีมากมุมสวย
pos,มองเย็นใจ
pos,จังหวะดีฝีมือเทพน่านับถือ
pos,นี้ฟ้าโปร่งสดใส
pos,เห็นชัดเจน
pos,ทัศนียภาพตื่นตาตื่นใจ
pos,เพลิดเพลินทิวทัศน์
pos,น่าสนดีเหมือนแปลกใหม่น่าท้าลอง
pos,กำลังกลับมา
pos,สุขสันต์เกิด
pos,สวัสดีปีใหม่
pos,รัก
pos,วิเศษรอยยิ้มสายตาอบอุ่น
pos,ขอบคุณทุกครั้งที่คอยปลอบฉัน
pos,ชัดเจนแค่เห็นก็ชื่นใจ
